control_event_id,date,record_status,depot,product,stock_status,event_label,opening_stock_m3,customer_orders_m3,closing_stock_m3,days_of_cover,batch_triggered,batch_volume_m3,emergency_replenishment,autonomous_action
CP-0002548,2025-10-16,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29823.07,3287.49,26535.58,8.07,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002549,2025-10-21,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29943.22,3085.41,26857.82,8.7,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002550,2025-10-26,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29628.7,2769.51,26859.19,9.7,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002551,2025-10-31,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29923.82,3349.21,26574.62,7.93,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002552,2025-11-06,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29071.29,2943.97,26127.31,8.87,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002553,2025-11-11,SIMULATED_HISTORY,Nairobi,AGO,WATCH,UNPLANNED_PUMP_FAILURE,31258.33,2946.98,28311.35,9.61,1,16000.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0002554,2025-11-17,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30355.4,2941.92,27413.48,9.32,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002555,2025-11-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28927.72,2163.6,26764.12,12.37,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002556,2025-11-29,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28617.21,2938.73,25678.48,8.74,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002557,2025-12-04,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30110.94,2812.25,27298.68,9.71,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002558,2025-12-09,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31428.99,3038.11,28390.88,9.34,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002559,2025-12-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29743.38,2722.96,27020.42,9.92,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002560,2025-12-20,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30540.26,2533.63,28006.63,11.05,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002561,2025-12-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31411.94,2964.97,28446.97,9.59,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002562,2025-12-31,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29618.27,3250.73,26367.54,8.11,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002563,2026-01-05,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29293.82,3384.56,25909.26,7.66,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002564,2026-01-09,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,32023.53,3819.03,28204.5,7.39,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002565,2026-01-14,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31812.46,3474.35,28338.11,8.16,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002566,2026-01-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31704.2,3466.24,28237.97,8.15,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002567,2026-01-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30615.99,3018.35,27597.64,9.14,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002568,2026-01-29,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30954.43,3119.76,27834.67,8.92,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002569,2026-02-03,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31350.64,3201.48,28149.15,8.79,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002570,2026-02-09,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30070.42,2973.25,27097.17,9.11,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002571,2026-02-11,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,40238.23,3211.2,37027.03,11.53,0,0.0,0,NONE
CP-0002572,2026-02-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28638.63,2642.87,25995.76,9.84,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002573,2026-02-20,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29431.14,3194.32,26236.82,8.21,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002574,2026-02-24,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,33910.0,3074.99,30835.01,10.03,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002575,2026-02-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30835.01,2725.54,28109.47,10.31,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002576,2026-03-02,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,32092.02,3557.91,28534.11,8.02,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002577,2026-03-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29102.74,2450.35,26652.4,10.88,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002578,2026-03-13,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30908.15,3508.7,27399.46,7.81,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002579,2026-03-18,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31454.1,3105.3,28348.8,9.13,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002580,2026-03-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28985.23,3134.24,25850.99,8.25,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002581,2026-03-29,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28641.16,2664.51,25976.65,9.75,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002582,2026-04-03,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29322.9,3513.83,25809.07,7.34,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002583,2026-04-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29381.96,2907.9,26474.06,9.1,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002584,2026-04-11,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,35798.17,3082.86,32715.31,10.61,0,0.0,0,NONE
CP-0002585,2026-04-13,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29740.46,3131.81,26608.65,8.5,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002586,2026-04-18,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29878.31,2852.4,27025.91,9.47,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002587,2026-04-23,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30973.36,3316.88,27656.48,8.34,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002588,2026-04-28,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31477.69,3182.26,28295.43,8.89,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002589,2026-05-03,SIMULATED_HISTORY,Nairobi,AGO,WATCH,UNPLANNED_PUMP_FAILURE,30896.32,2851.62,28044.7,9.83,1,16000.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0002590,2026-05-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31052.85,3418.6,27634.25,8.08,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002591,2026-05-14,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28743.65,3538.95,25204.69,7.12,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002592,2026-05-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29357.02,2864.22,26492.79,9.25,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002593,2026-05-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29429.6,2744.58,26685.01,9.72,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002594,2026-05-29,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29541.32,3400.28,26141.04,7.69,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002595,2026-06-03,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30588.59,2994.15,27594.45,9.22,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002596,2026-06-08,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31577.37,2987.96,28589.41,9.57,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002597,2026-06-14,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29521.4,2603.74,26917.66,10.34,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002598,2026-06-16,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,40004.02,3302.74,36701.28,11.11,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002599,2026-06-19,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30332.37,3409.86,26922.51,7.9,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002600,2026-06-24,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31528.54,3004.35,28524.18,9.49,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002601,2026-06-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,28524.18,3042.46,25481.72,8.38,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002602,2026-06-26,SIMULATED_HISTORY,Nairobi,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,25481.72,3224.87,22256.85,6.9,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002603,2026-06-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30086.35,3060.57,27025.78,8.83,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002604,2026-07-04,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,DATA_LATENCY_INCIDENT,33093.78,2885.33,30208.45,10.47,0,0.0,0,NONE
CP-0002605,2026-07-05,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30208.45,2721.35,27487.11,10.1,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002606,2026-07-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30698.17,3245.67,27452.51,8.46,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002607,2026-07-12,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,DATA_LATENCY_INCIDENT,40421.15,2730.22,37690.92,13.81,0,0.0,0,NONE
CP-0002608,2026-07-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31251.87,3374.99,27876.88,8.26,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002609,2026-07-20,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31541.07,3184.66,28356.41,8.9,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002610,2026-07-23,SIMULATED_HISTORY,Nairobi,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,38103.14,3341.47,34761.67,10.4,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002611,2026-07-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31027.77,2837.84,28189.93,9.93,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002612,2026-07-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,31906.62,3437.28,28469.34,8.28,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002613,2026-08-05,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28852.88,3305.27,25547.62,7.73,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002614,2026-08-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29331.35,2881.6,26449.75,9.18,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002615,2026-08-15,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29170.03,2760.46,26409.57,9.57,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002616,2026-08-20,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30062.33,3366.23,26696.11,7.93,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002617,2026-08-25,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30137.67,3403.77,26733.89,7.85,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002618,2026-08-30,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,28899.27,2506.09,26393.18,10.53,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002619,2026-09-04,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,30155.72,3363.65,26792.07,7.97,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002620,2026-09-10,SIMULATED_HISTORY,Nairobi,AGO,WATCH,NORMAL,29050.9,2983.27,26067.63,8.74,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002621,2026-09-15,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30245.93,3149.48,27096.44,8.6,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002622,2026-09-16,SCENARIO_FUTURE,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,27096.44,2838.18,40258.26,14.18,0,0.0,0,NONE
CP-0002623,2026-09-20,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30745.76,2817.03,27928.73,9.91,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002624,2026-09-25,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,31732.44,3360.15,28372.29,8.44,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002625,2026-09-28,SCENARIO_FUTURE,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,39120.68,2908.94,36211.74,12.45,0,0.0,0,NONE
CP-0002626,2026-10-01,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30359.18,3766.71,26592.48,7.06,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002627,2026-10-06,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,28852.4,3558.14,25294.26,7.11,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002628,2026-10-10,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30468.46,3643.92,26824.54,7.36,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002629,2026-10-15,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,29122.74,3669.47,25453.27,6.94,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002630,2026-10-19,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,31638.99,3542.38,28096.61,7.93,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002631,2026-10-21,SCENARIO_FUTURE,Nairobi,AGO,HEALTHY,LOADING_BAY_OUTAGE,40401.17,3662.87,36738.3,10.03,0,0.0,0,NONE
CP-0002632,2026-10-24,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,29531.41,3591.3,25940.11,7.22,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002633,2026-10-28,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,31862.43,3863.26,27999.17,7.25,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002634,2026-11-02,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30477.74,2917.73,27560.02,9.45,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002635,2026-11-07,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,31294.29,2906.95,28387.34,9.77,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002636,2026-11-13,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,29845.98,3281.01,26564.96,8.1,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002637,2026-11-18,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,31213.43,3399.39,27814.04,8.18,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002638,2026-11-24,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,29291.91,3212.84,26079.07,8.12,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002639,2026-11-29,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,29818.95,2695.36,27123.59,10.06,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002640,2026-12-04,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30484.32,3338.64,27145.69,8.13,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002641,2026-12-09,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30652.65,3356.17,27296.48,8.13,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002642,2026-12-14,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,31203.26,3325.24,27878.02,8.38,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002643,2026-12-19,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,30620.0,3032.37,27587.63,9.1,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002644,2026-12-24,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,31794.78,3245.86,28548.91,8.8,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002645,2026-12-30,SCENARIO_FUTURE,Nairobi,AGO,WATCH,NORMAL,28650.43,3042.54,25607.89,8.42,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002646,2021-01-19,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,35573.47,67.45,35506.02,526.44,0,0.0,0,NONE
CP-0002647,2021-01-20,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,DATA_LATENCY_INCIDENT,35506.02,71.28,35434.74,497.1,0,0.0,0,NONE
CP-0002648,2021-01-24,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,35227.66,58.22,35169.44,604.12,0,0.0,0,NONE
CP-0002649,2021-05-02,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,28629.24,52.89,28576.34,540.26,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002650,2021-05-04,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,DATA_LATENCY_INCIDENT,28504.67,72.69,28431.98,391.15,0,0.0,0,NONE
CP-0002651,2021-05-19,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,27456.58,74.96,27381.62,365.27,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002652,2021-05-20,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,27381.62,70.74,27310.87,386.05,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002653,2021-06-28,SIMULATED_HISTORY,Nairobi,DPK,WATCH,NORMAL,24620.08,74.73,24545.35,328.45,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002654,2021-07-28,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,38371.3,78.87,38292.42,485.49,0,0.0,0,NONE
CP-0002655,2021-08-02,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,37989.06,64.0,37925.06,592.58,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002656,2021-09-05,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,35692.9,58.16,35634.75,612.74,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002657,2021-11-20,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,30667.62,58.69,30608.93,521.53,0,0.0,0,NONE
CP-0002658,2021-12-09,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,29432.5,71.62,29360.88,409.98,0,0.0,0,NONE
CP-0002659,2021-12-12,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,29227.07,58.45,29168.62,499.05,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002660,2022-02-13,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,24809.22,57.07,24752.16,433.74,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002661,2022-02-16,SIMULATED_HISTORY,Nairobi,DPK,WATCH,NORMAL,24611.82,68.78,24543.04,356.83,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002662,2022-03-10,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,DATA_LATENCY_INCIDENT,39108.02,71.36,39036.66,547.01,0,0.0,0,NONE
CP-0002663,2022-05-28,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,33532.68,65.24,33467.44,513.01,0,0.0,0,NONE
CP-0002664,2022-07-17,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,29701.21,67.92,29633.28,436.27,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002665,2022-07-18,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,29633.28,75.53,29557.75,391.35,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002666,2022-08-13,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,DATA_LATENCY_INCIDENT,27647.34,64.75,27582.59,425.96,0,0.0,0,NONE
CP-0002667,2022-09-26,SIMULATED_HISTORY,Nairobi,DPK,WATCH,NORMAL,24592.16,68.09,24524.07,360.17,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002668,2022-09-30,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,40324.7,82.68,40242.02,486.7,0,0.0,0,NONE
CP-0002669,2022-10-03,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,40107.53,75.93,40031.61,527.24,0,0.0,0,NONE
CP-0002670,2022-11-13,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,37218.01,62.15,37155.86,597.83,0,0.0,0,NONE
CP-0002671,2022-11-15,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,37088.52,72.64,37015.88,509.58,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002672,2022-11-23,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,36540.88,66.74,36474.14,546.54,0,0.0,0,NONE
CP-0002673,2022-12-13,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,35147.76,75.78,35071.99,462.84,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002674,2023-01-21,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,DATA_LATENCY_INCIDENT,32323.3,65.8,32257.5,490.2,0,0.0,0,NONE
CP-0002675,2023-02-07,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,DATA_LATENCY_INCIDENT,31168.24,69.26,31098.98,448.99,0,0.0,0,NONE
CP-0002676,2023-03-25,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,28039.69,58.78,27980.91,476.04,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002677,2023-05-02,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,25414.24,73.7,25340.55,343.85,0,0.0,0,NONE
CP-0002678,2023-05-03,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,25340.55,73.35,25267.2,344.47,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002679,2023-05-13,SIMULATED_HISTORY,Nairobi,DPK,WATCH,NORMAL,24644.65,65.71,24578.94,374.07,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002680,2023-05-30,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,39470.31,74.78,39395.53,526.82,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002681,2023-06-27,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,37433.98,76.11,37357.88,490.86,0,0.0,0,NONE
CP-0002682,2023-07-11,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,36382.3,80.11,36302.19,453.16,0,0.0,0,NONE
CP-0002683,2023-09-01,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,32660.4,69.43,32590.97,469.41,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002684,2023-09-13,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,31866.69,62.79,31803.91,506.55,0,0.0,0,NONE
CP-0002685,2023-10-11,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,29989.32,64.23,29925.09,465.91,0,0.0,0,NONE
CP-0002686,2023-12-12,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,25769.76,72.39,25697.37,354.98,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002687,2023-12-28,SIMULATED_HISTORY,Nairobi,DPK,WATCH,NORMAL,24644.85,76.08,24568.77,322.94,1,16000.0,0,CREATE_PIPELINE_BATCH
CP-0002688,2024-03-06,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,LOADING_BAY_OUTAGE,36050.14,66.14,35984.0,544.04,0,0.0,0,NONE
CP-0002689,2024-05-02,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,32197.17,75.51,32121.66,425.39,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0002690,2024-05-06,SIMULATED_HISTORY,Nairobi,DPK,HEALTHY,UNPLANNED_PUMP_FAILURE,31914.26,68.41,31845.85,465.53,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
